"Title","Url","Date","Content","Category"
"Pictures: Dead Mermaid Found in the Philippines","http://urbanlegends.about.com/od/mythicalcreatures/ss/Pictures-Mermaid-Found-in-the-Philippines.htm","2016-01-18 02:04:38","  Description: Email hoax / Viral images Circulating since: 2003 Status: False Analysis: See last page
  Text example: Email contributed by M. Horlings, Oct. 21, 2003:
  Subject: Fw: Mermaid found in the Philippines
  CREEPY! I don't know if this is true... Found in Visayas Region... was caught by fishermen!!!
  Not to be pedantic, but mermaids — defined as half-human, half-fish denizens of the deep once believed to lure lovestruck sailors to their death — have been a staple of myth and legend for thousands of years. They don't exist.
  There's a related tradition of more recent origin, perhaps dating back 1,500 years, which consists of manufacturing fake mermaid carcasses for public display using the body parts of dead monkeys and fish.
  The photographs you have just seen document one such artifact.
  A similar specimen fabricated in Japan is believed to be 1,400 years old. Yet another, and by far the most famous, is P.T. Barnum's Feejee Mermaid , purchased secondhand by the great showman in the mid-1800s and exhibited throughout the United States as a sideshow attraction.
  The glaring irony in all this mermaid fakery, with respect to the ancient tales on which it is based, is that the mummified specimens one typically finds on display are, without exception, hideous in appearance — 'the incarnation of ugliness,' as one American critic described Barnum's creature — while the classic mermaid of folklore and pop culture is invariably represented as beautiful and alluring. It is a discrepancy no one ever bothers to explain.
  Update: These same images surfaced once again in early 2005 as part of a message claiming the mermaid carcass was washed up on a beach in Chennai, India by the Indian Ocean tsunami of December 26, 2004.
  Take the Poll: Do you believe mermaids really exist?
  1) Yes 2) No 3) Unsure 4) Current results
  Sources and further reading:
  Preserved Yokai of Japan Cryptozoology Online, 29 June 2009
  The Feejee Mermaid Museum of Hoaxes
  The Feejee Mermaid Archive The Lost Museum
  The Merman's Home Page RoadsideAmerica.com
  Last updated 11/27/10
","Photo Hoaxes & Viral Images"
"Do You Need to Press the "Clear" Button After Paying at the Gas Pump?","http://urbanlegends.about.com/od/business/a/clear_button.htm","2016-05-29 20:53:13","  By David Emery
  Description: Online rumor Circulating since: May 2008 Status: False
  Summary: Viral message advises service station customers to press the 'clear' button after using a debit or credit card at the gas pump so subsequent users won't be able to 'piggyback' charges on their accounts.
  Example #1: Email contributed by Yvonne H., June 2, 2008:
  Fwd: FW: Be sure to hit the 'CLEAR' Button
  This may be helpful to all!
  This has happened to me but it was more extreme. I was at the Cowboys/Kangaroo gas station on Tallapoosa . My account was hit inaccess of 24 times @ $45.00 a pop! Needless to say I haven't been there since then. My bank shut down my account and another account had to be opened.
  Jim just told me about something that happened to one of his coworkers. She used her credit/debit card to purchase gas at the pump (like most of us do). She received her receipt like normal. However, when she checked her statement, there were 2 $50 charges added in addition to her purchase. Upon investigation, she found out that because she did not press the 'clear' button on the pump, the employee inside the store was able to use her card to purchase his/her own gas! To keep this from happening, after you get your receipt, you must press the 'CLEAR' button or your information will be stored until the next customer inserts their card. Be sure to tell all your friends/family so that this doesn't happen to them!
  continue reading below our video
  Great Singers Gone too Soon
  Example #2: Email contributed by Sharon L., July 20, 2008:
  Subject: Press Clear Alert
  SENDING TO ALL. I NEVER PRESS CLEAR AT THE GAS PUMP BUT SURE WILL FROM NOW ON -- BECAUSE THE BAD GUYS THINK OF EVERY POSSIBLE WAY TO GET US!
  Subject: Alert from the Neighborhood Watch of Colorado Springs Police Department
  Most of us use credit/debit cards at the gas pump. With the price of gas and people getting desperate, this is likely to occur more often. Please be careful out there!
  A co-worker used her credit/debit card to purchase gas at the pump (like most of us do). She received her receipt like normal. However, when she checked her statement, there were 2 $50 charges added in addition to her purchase. Upon investigation, she found out that because she did not press the 'clear' button on the pump, the employee inside the store was able to use her card to purchase his/her own gas! To keep this from happening, after you get your receipt, you must press the 'CLEAR' button or your information will be stored until the next customer inserts their card. Be sure to tell all your friends/family so that this doesn't happen to them!
  Officer Dave Gilman Crime Prevention Officer Colorado Springs Police Department Stetson Hills Division 719-444-3168
  Analysis: If this were true, you'd be hearing alerts about it on the evening news or in your daily newspaper, not finding out about it in an internet meme .
  What's more, these devices —' pay-at-the-pump card readers — get so much use that if credit card 'piggybacking' were really as easy as described above, gas station customers would be doing it, accidentally or not, all the time . And there would be a deafening public outcry about it, not a viral whimper.
  The card processing equipment on modern gas pumps works the same as that found at ATMs and grocery store check-out stands. Once the charge has gone through, the transaction is complete. Period. The next customer's purchase can't end up on your credit or debit card.
  Colorado Springs police officer Dave Gilman, whose signature line appears at the bottom of one variant of the message, admits sending the message but told KRDO-TV News that the information is incomplete. 'The first couple of lines were telling people that those pumps are very rare and hard to find,' he said. A company that manufactures the equipment explained that such a thing could have happened with 'first-generation models,' but few people nowadays could expect to encounter the outdated machines.
  The clear button exists for a reason, however. Waite Park, Minnesota community service officer Alicia Mages, says customers should make use of it if they swipe their cards then change their minds about pumping gas. 'In checking with a local station,” she told Newsleaders.com, 'they indicated your card information clears after you fill your vehicle. However, if you put your card in and decide to use a different pump, or leave the station, you do need to press clear or cancel to clear your information out of the pump.'
  Sources and further reading:
  Fueling Urban Gas Station Fraud Myths Denver Post , 8 September 2008
  Credit Card Fraud Alert Press release, Arapahoe County Sheriff's Office, 11 July 2008
  Warning About Paying at the Pump KRDO-TV News, 3 July 2008
  Supposed Warning at the Gas Pump KJRH-TV News, 28 July 2008
  Police Warn Residents of Fraudulent Charges, Scams Newsleaders.com, 31 July 2008
","Photo Hoaxes & Viral Images"
"Do They Eat Babies in China?","http://urbanlegends.about.com/od/horrors/a/eating_babies.htm","2016-04-09 16:42:43","  Dear Urban Legends:
  I received an email last week which was quite disturbing and, to say the least, disgusting. It is about dead babies that can be bought from hospitals in Taiwan for $70 to meet the high demand for grilled and barbecued babies!
  I am sure this must be a hoax, although the message comes with an attached slide show, showing how the baby is prepared, cooked and eaten.
  Could you please investigate?
  Dear Reader:
  Given the nature of the 'evidence' — namely, tabloid-style rumor-mongering and unsourced images circulating on the Internet — we must proceed under the assumption that the Chinese as a people, whether on the mainland or in Taiwan, are no more inclined to eat human children than folks in other parts of the world.
  The same holds true for Jews, Christians, 'Gypsies,' witches, aborigines, Satanists, and all the other ethnic and religious groups accused of practicing this bloody 'custom' down through the centuries. There's simply no evidence that it exists, or has ever existed, anywhere on the planet. The burden of proof is on those who claim otherwise.
  The notion that killing and eating human babies or fetuses is an accepted practice within certain groups is essentially a modern version of an ancient form of bigotry known as ' blood libel ,' which consisted, historically, of one group accusing another of murdering infants in ritual sacrifices. The Greeks accused the Jews of doing it; the Romans accused the Christians of doing it; according to the Christians, it really was the Jews who did it — and so on, since time immemorial.
  Sociologists say the driving forces behind such ideas are ignorance, xenophobia (fear of 'the other') and psychological projection (attributing perceived moral failings of one's own group to others). As an example of the latter, it has been speculated that the spread of horror stories in the West about the supposed use of unborn babies as food in Asia may be fueled by qualms about social practices closer to home — practices such as abortion, for example, and the so-called 'cannibalization' of fetal tissue for scientific research.
  In any case, it's difficult to tell — and under dispute — whether photographs circulating online since December 2000 which appear to show an Asian man cooking and eating a human fetus are real or fake. We do know, thanks to documentation provided on Chinese-Art.com, that they were the work of a conceptual artist named Zhu Yu. The photos were exhibited at an underground art show after being rejected as 'too controversial' by curators of the Shanghai 2000 Bienniale. For those who haven't seen them and aren't too squeamish to take a peek, here are two examples from Zhu's postmodern performance piece, aptly titled 'Eating People,' collected from forwarded emails:
  The artist himself, whose past accomplishments include an opus called 'Canned Human Brains,' has claimed in interviews that he used real aborted fetuses stolen from a medical school to create the piece, and that he actually cooked and ate the fetuses 'for art's sake.'
  Should we take him at his word? Not necessarily.
  It is true — to the point of being a cliche, in fact — that avant-garde artists will say and do anything to shock their audiences, so we're obliged to acknowledge the possibility that Zhu Yu is telling the truth — that he really did cook and eat human fetuses in front of a camera.
  On the other hand, they don't call the kind of work Zhu does performance art for nothing, and it has been argued that he may have constructed his 'fetuses' out of doll parts and animal carcasses, pretended to consume them in front of a camera and issued tongue-in-cheek statements to the press claiming he was actually eating human flesh.
  That's a theory I'm inclined to support, because, frankly, if Zhu's claims were factual he'd probably be serving jail time right now. There's no reason to suppose the government of China is any more tolerant of cannibalism than governments anywhere else. The fact that Zhu's work was rejected for inclusion in an state-run exhibition bears that out.
  By his own 'admission,' the fetuses Zhu allegedly cooked and ate were obtained illegally, thus, if he is telling the truth, he could be prosecuted as an accomplice in that crime, as well.
  In early 2001, a Malaysian tabloid published several of Zhu's photos in conjunction with a story alleging that the signature dish of a particular Taiwanese restaurant contains the 'meat' of human infants. Taiwan government officials immediately demanded a retraction — a de facto confirmation that baby eating is not particularly well-accepted by the Chinese.
  Shortly afterward, the same pictures turned up on a prominent website specializing in tasteless content (www.rotten.com), prompting reports in the British press that Scotland Yard and the FBI were investigating their origins.
  The owner of said website maintains he has never been contacted by authorities from any country, however. As of August 2001, the photos were still on display there.
  Sources and further reading:
","Photo Hoaxes & Viral Images"
"A Case of Eye Worm","http://urbanlegends.about.com/od/medical/fl/A-Case-of-Eye-Worm.htm","2016-01-13 13:57:16","  By David Emery
  A collection of images circulating on the Internet purports to show the surgical removal of a live worm or insect larva from a patient's eye. The patient had come to the doctor's office complaining of swelling and irritation due to dust exposure.
  Forwarded text:
  Fw: Careful with dust!!!
  Its just like from an alien movie be very careful when u get caught with dust.... as following pics will show effects of bad dust to a person.
  While he was walking he felt an eye irritation, thinking that it was just regular dust, he started to rub his eye, in an effort to remove the dust.... then his eyes got really red, and he went and bought some eye drops from a pharmacy.... few days passed n his eyes were still red and seems a little swollen.
  Again he dismissed it as the constant rubbing and that it will go away. The days go by the swelling of his eye got worse, redder and bigger.... till he decided to go and see a doctor for a check up.
  The doctor immediately wanted an operation, being afraid of a tumor growth or cyst. At the operation, what was thought to be a growth or cyst, actually turned out to be a live worm..... what was thought initially to be just mere dust actually was an insect's egg...... because of that, my friends, if u do get caught in dust, and the pain persists, pls go see a doctor immediately...... thank you.... (see the pics)
  Email contributed by a reader, November 16, 2002
  continue reading below our video
  Best Vacation Reads of 2015
  Description: Viral images and text Circulating since: Nov. 2002 Status: Images are authentic; the story not so much
  Analysis: Bizarre as it may seem, the photos above are authentic, though the same cannot be said of the accompanying text, which is an utter fabrication.
  There's no way to determine who assembled the collage, which has circulated anonymously since 2002, but I did manage to locate the source of the individual images, an article entitled 'Anterior Orbital Myiasis Caused by Human Botfly,' published in the July 2000 edition of the Archives of Ophthalmology , a journal of the American Medical Association.
  Myiasis is the medical term for a maggot (fly larva) infestation of a living body. In this case, the patient was a 5-year-old boy treated by U.S. Air Force surgeons in a rural area of the Republic of Honduras. 'The respiratory pore of a late-stage larva of the human botfly ( Dermatobia hominis ) was located in the anterior orbit,' says the article abstract. 'The larva was gently removed under general anesthesia through a small incision in the conjunctiva.'
  That is to say, the patient had a worm in his eye. Doctors put him under and removed it through a small incision on the surface of his eyeball. Apparently, the patient was none the worse for wear in the aftermath.
  It would appear that the journal article itself was not consulted at all when the email tale above was composed. Neither 'bad dust' nor excessive eye rubbing are cited by the authors as causes of the larva infestation in the 5-year-old patient. It resulted from contact with insects.
  According to entomologists, the human botfly lays its eggs on the bodies of other insects (such as mosquitoes), which then transfer the eggs to animal or human hosts by direct contact. When a botfly egg hatches, the larva burrows into the host's skin (or, in this case, eye) head-first and begins feeding.
  This nasty creature is found mainly in Central and South America, but there are other species of flies known to responsible for cases of myiasis in North America, mainly blowflies. According to an epidemiological study conducted in 2000, most instances of myiasis acquired in the U.S. resulted from blowflies laying their eggs in pre-existing wounds.
  None of which is quite as terrifying as the claim that any one of us could end up with an eye worm simply by being exposed to too much dust — which helps explain why the true facts of the case aren't circulating with the photos. In folklore, the story's the thing. Accuracy takes a back seat to the emotional impact of the narrative; or, as folklorist Jan Harold Brunvand succinctly puts it, 'The truth never stands in the way of a good story.'
  Anterior Orbital Myiasis Caused by Human Botfly Archives of Ophthalmology , July 2000
  Human Botfly (Dermatobia hominis) University of Sao Paulo
  Wound myiasis in urban and suburban U.S. Archives of Internal Medicine , July 2000
","Photo Hoaxes & Viral Images"
"Giant Dog for Sale (Photo)","http://urbanlegends.about.com/od/animalkingdom/ss/giant_dog_for_sale.htm","2014-06-10 08:59:50","  Description: Viral image / Email joke Circulating since: 2006 Status: Apparently real (though text is facetious)
  Text example: Email contributed by Mike R., Oct. 11, 2007:
  Dog For Sale: OR free to good home.
  Answers to the name of Dolly. Excellent guard dog.
  Owner cannot afford to feed him anymore, as there are no more thieves, murderers, rapists or molesters left in the neighborhood for him to eat.
  Most of them knew him as 'holy sh*t!!'
  Your help will be appreciated.
  Analysis: A very large dog indeed. It's a mastiff of some kind, probably a Boerboel . These dogs can weigh as much as 180 pounds in adulthood.
  I have not been able to determine the origin of the image, which has been circulating online since 2006. The software I use to detect editing tells me the photo has been manipulated, but that could just mean it was cropped or color-adjusted. There are no obvious signs of tinkering, however the dog's size, particularly that of its head, is exaggerated somewhat by perspective. Other photos show mastiffs of similarly impressive size relative to their owners.
  An optical illusion may trick some observers into thinking the dog is even bigger than it is. The low stone wall that curves around from the dog's left and all the way up to the blue fence behind the subjects is partly in shadow, and at first glance that shadow may appear to be part of the dog's body, but it isn't (note the dimly visible stones in the shadow).
  More: • Hoax Quiz: Can YOU Spot the Fakes???
  • Image Gallery: Crazy Critters! • Photo Fakery: Animals & Insects
  See also:
  World's Tallest Dog... for Real, This Time Urban Legends, 2 April 2008
  Sources and further reading:
  Photo: Bull Mastiff Flickr, uploaded 14 December 2006
  Photos: Woman and Large Bull Mastiff Dog iStockphoto.com, uploaded 22 January 2004
  The Enormous Dog Who Can Be Spotted from Space Daily Mirror , 10 June 2008
  Last updated 06/08/10
","Photo Hoaxes & Viral Images"
"Did Nostradamus Predict the 9/11 Attacks?","http://urbanlegends.about.com/cs/historical/a/nostradamus.htm","2017-01-05 13:30:50","  By David Emery
  Did 16th-century astrologer Nostradamus predict the September 11, 2001, attack on the World Trade Center and the Pentagon? In every major catastrophe, there are claims that he foretold it, and this is no exception. The he-told-you-so messages began circulating online hours after the terrorist attack.
  Nostradamus, the most famous astrologer who ever lived, was born in France in 1503 and published his barely scrutable collection of prophecies, 'The Centuries,' in 1555. Each four-line verse (or 'quatrain') purported to foretell world events far into the future, and ever since Nostradamus' time devotees have claimed his work accurately predicted wars, natural disasters and the rise and fall of empires.
  It's plain to see that Nostradamus couched his 'prophetic' verses in language so obscure that the words can be, and have been, interpreted to mean almost anything. What's more, the interpreting is always done after the fact, with the benefit of hindsight, and with the concerted aim of proving the relevance of a given passage to an actual event.
  continue reading below our video
  Top 5 Grossing Movies of All Time
  'Spooky' quatrains allegedly foretelling the events of 9/11 with incredible specificity were circulating online within hours of the first jetliner crash in New York City — completely bogus quatrains, as it turned out. It wasn't a question of whether or not they accurately predicted anything; Nostradamus simply didn't write them.
  The first quatrain to hit email inboxes on 9/11 contained the prediction that a 'great thunder' would be heard in the 'City of God':
  'In the City of God there will be a great thunder, Two brothers torn apart by Chaos, while the fortress endures, the great leader will succumb', The third big war will begin when the big city is burning'
  - Nostradamus 1654
  Let the interpreting begin! Assuming 'the City of God' is New York City, then the 'two brothers torn apart by Chaos' must be the fallen towers of the Word Trade Center. The 'fortress' is clearly the Pentagon, the 'great leader' succumbing to Chaos must be the United States of America, and 'the third big war' can only mean World War III.
  Spooky, right? Not so fast.
  Let's go back and apply a little intellectual honesty. What earthly (or unearthly) justification could Nostradamus have had for describing New York City (which did not yet even exist) as 'the City of God?' Why did the Great Seer feel compelled to refer to the future World Trade Center towers as 'two brothers' instead of using a more apt word like 'buildings' or 'monuments' (or even 'towers')?
  Granted, the word 'fortress' isn't an unreasonable descriptor for the Pentagon. But by what stretch of the imagination would it have been accurate to stipulate that 'the great leader' (is that really the phrase M. Nostradamus would have used to describe the future US?) would 'succumb' to the destruction of two buildings?
  Quibbling over individual words is futile, given that Nostradamus didn't even write this passage . Michel de Nostredame died in 1566, nearly a hundred years before the date given in the email (1654). The quatrain is nowhere to be found in his entire published oeuvre. In a word, it's a hoax.
  More precisely, its attribution to Nostradamus is a hoax. The passage was lifted from a web page (long since deleted from the server that originally hosted it) containing an essay written by college student Neil Marshall in 1996 entitled ' Nostradamus: A Critical Analysis .' In the essay itself, Marshall admits inventing the quatrain for the purpose of demonstrating — quite ironically, in light of the way it was subsequently misused — how a Nostradamus-like verse can be so cryptically couched as to lend itself to whatever interpretation one wishes to make.
  Interestingly, a variant of this faux prophecy turned up in the soc.culture.palestine newsgroup only one day after 9/11 under the heading 'They followed his prediction.' It went like this:
  'The third big war will begin when the big city is burning'
  - Nostradamus 1654
  ...on the 11 day of the 9 month that... two metal birds would crash into two tall statues... in the new city... and the world will end soon after'
  'From the book of Nostradamus'
  Here again, even though the text boasts all the pomp and musty vagueness one finds in Nostradamus' actual writings, it does not exist, in whole or in part, anywhere in The Centuries . This, too, is an internet hoax, a cheeky elaboration on Neil Marshall's invented quatrain.
  Our third example is 'spookier' yet:
  Century 6, Quatrain 97
  Two steel birds will fall from the sky on the Metropolis. The sky will burn at forty-five degrees latitude. Fire approaches the great new city (New York City lies between 40-45 degrees)
  Immediately a huge, scattered flame leaps up. Within months, rivers will flow with blood. The undead will roam earth for little time.
  This passage, it turns out, is not entirely fake. Rather, it is what you might call an 'imaginative revision' of an actual verse from The Centuries . The authentic passage on which it is based is usually translated from the French as follows:
  As you can see, Nostradamus made no mention of 'two steel birds' in the original passage, nor did he predict that 'the undead will roam the earth.' As to the geographical location of New York City, it is found at exactly 40 degrees, 42 minutes, 51 seconds north latitude. So, while it isn't false to say that it lies 'between 40-45 degrees,' it is imprecise, not to mention an obvious, disingenuous ploy to make what Nostradamus actually wrote ('The sky will burn at forty-five degrees latitude') seem germane to the events of September 11, 2001.
  Specimen #4, also circulating via email, is merely an elaboration of the above:
  'In the year of the new century and nine months, From the sky will come a great King of Terror... The sky will burn at forty-five degrees. Fire approaches the great new city...'
  'In the city of york there will be a great collapse, 2 twin brothers torn apart by chaos while the fortress falls the great leader will succumb third big war will begin when the big city is burning'
  - NOSTRADAMUS
  He said this will be bigger than the previous two. 2001 is the first year of the new century and this is the 9th month. New York is located at the 41st degree Latitude.
  Once again,  it contains very few words actually written by Nostradamus. Individual lines drawn from two disparate quatrains have been taken out of context, rearranged, and supplemented with made-up lines by a person(s) unknown to make them seem pertinent to the event. The result, as before, is pure bunk. Not even Nostradamus would want to take credit for this 'prediction.'
  Read more analyses of Nostradamus predictions .
","Photo Hoaxes & Viral Images"
"When the United Arab Emirates Won Independence From Britain","http://middleeast.about.com/od/unitedarabemirates/a/me081203.htm","2016-10-09 20:39:01","  By Pierre Tristam
  Before its re-creation as the United Arab Emirates in 1971, the UAE was known as the Trucial States, a collection of sheikhdoms extending from the Straits of Hormuz to the west along the Persian Gulf. It wasn’t a country so much as an expanse of loosely defined sheikhdoms spreading over some 32,000 square miles (83,000 sq. km), about the size of the state of Maine.
  For centuries the region was mired in rivalries between local emirs on land while pirates scoured the seas and used the states’ shores as their refuge. Britain began attacking pirates to protect its trade with India. That led to British ties with the Trucial States’ emirs. The ties were formalized in 1820 as Britain offered protection in exchange for exclusivity: the emirs, accepting a truce brokered by Britain, pledged not to cede any land to nay powers or make any treaties with anyone except Britain. They also agreed to settle subsequent disputes through British authorities.
  The subservient relationship was to last a century and a half, until 1971.
  By then, Britain’s imperial overreach was exhausted politically and bankrupt financially. Britain decided in 1971 to abandon Bahrain , Qatar and the Trucial States, by then made up of seven emirates. Britain’s original aim was to combine all nine entities into a united federation.
  Bahrain and Qatar balked, preferring independence on their own. With one exception, the Emirates agreed to the joint venture, risky as it seemed: the Arab world had, until then, never known a successful federation of disparate pieces, let alone bicker-prone emirs with egos enough to enrich the sandy landscape.
  The six emirates that agreed to join in the federation were Abu Dhabi, Dubai , Ajman, Al Fujayrah, Sharjah, and Quwayn. On Dec. 2, 1971, the six emirates declared their independence from Britain and called themselves the United Arab Emirates. (Ras al Khaymah initially opted out, but eventually joined the federation in February 1972).
  Sheikh Zaid ben Sultan, Emir of Abu Dhabi, the richest of the seven emirates, was the union’s first president, followed by Sheikh Rashid ben Saeed of Dubai, the second-richest emirate. Abu Dhabi and Dubai have oil reserves. The remaining emirates do not. The union signed a treaty of friendship with Britain and declared itself part of the Arab Nation. It was by no means democratic, and rivalries among the emirates didn’t cease. The union was ruled by a 15-member council, subsequently reduced to seven—one seat for each of the unelected emirs. Half the 40-seat legislative Federal National Council is appointed by the seven emirs; 20 members are elected to 2-year terms by 6,689 Emiratis, including 1,189 women, who are all appointed by seven emirs. There are no free elections or political parties in the Emirates.
  Two days before the emirates declared their independence, Iranian troops landed on Abu Musa Island in the Persian Gulf and the two Tunb islands that dominate the Straits of Hormuz at the entrance to the Persian Gulf. Those islands belonged to Rais el Khaima Emirate.
  The Shah of Iran contended that Britain had wrongfully granted the islands to the emirates 150 years before. He was retaking them, he alleged, to look after oil tankers traveling through the Straits. The Shah’s reasoning was more expedience than logic: the emirates had no way to endanger oil shipments, though Iran very much did.
  The Iranian troop landing, however, was arranged with Sheikh Khaled al Kassemu of the Sharja Emirate in exchange for $3.6 million over nine years and Iran’s pledge that if oil were discovered on the Island, Iran and Sharja would split the proceeds. The arrangement cost Sharja's ruler his life: Shaikh Khalid ibn Muhammad was gunned down in a coup attempt.
  Britain itself was complicit in the occupation as it explicitly agreed to let Iranian troops take over the Island one day before independence.
  By timing the occupation on Britain’s watch, Britain was hoping to relieve the emirates of the burden of an international crisis. But the dispute over the islands hung over relations between Iran and the Emirates for decades. Iran still controls the islands.
","Photo Hoaxes & Viral Images"
"Elephants: What Do They Eat, Where Do They Live and What Makes Them Special?","http://ecology.about.com/od/Ecology/fl/Elephants-What-Do-They-Eat-Where-Do-They-Live-and-What-Makes-Them-Special.htm","2016-01-24 19:12:22","  By Jenn Savedge
  Elephants once roamed over large swaths of Africa and Asia. But they were almost wiped completely off of the map by the aggressive ivory trade of the early 20th century. Fortunately, international regulations were put in place at the latter part of that century to protect these gentle giants, and there populations - while still diminished - are finally beginning to recover.
  Elephants are massive mammals. They can reach a height of 13 feet and a weight of 15,000 pounds. In general, there are two recognized subspecies of elephants - the African elephant and the Asian elephant, with the greatest difference between the two being their physical location. African elephants are scattered throughout sub-saharan Africa while Asian elephants are found in southern and southeastern Asia.
  These massive creatures are known for their thick bodies, stocky legs, giant floppy ears, trunks, and tusks. Those big ears help elephants stay cool in hot, dry conditions.
  continue reading below our video
  10 Best Universities in the United States
  And their trunks serve as a fifth limb which they use to breathe, grasp objects, lift water, and even suckle for comfort .
  Another big difference between Asian and African elephants is their tusks. Both male and female African elephants have tusks, unlike Asian elephants in which only the males have tusks - and not even all males. It is the elephant's tusks -made of ivory- that are so valuable to poachers.
  Asian elephants are also smaller than their African peers, and their ears have straight edges at the bottoms unlike the fan-like shape of African elephant ears. Another key difference? Asian elephants have four toes on their hind feet and five on the forefeet, while African elephants have three on their hind feet and five on the forefeet.
  Elephants are herbivores that live in many different types of habitat from savannah to marsh to forest. They are considered keystone species due to their impact on the environment in which they live. They are very social animals that live together in large groups , usually comprised of several female elephants - called cows - and their babies - or calves. Often these groups are made up from females and baby elephants from several different families. These elephants are led by a matriarch - typically the oldest female in the group. Male elephants - called bulls - usually leave the group once they reach puberty and may live alone or with other bulls.
  Elephants have the longest known pregnancy of any living mammal . Elephant mothers carry their babies for 22 months in the womb and then care for their babies for several years after birth.
  One topic that has been the subject of lots of research regarding elephants is their methods of communication. Elephants have been known to communicate via touch, sight, smell, and sound. Over long distances, they can use seismic communication - or vibrations made by stomping their feet - to communicate dangers to other members of the herd.
  Elephants are prey animals that are hunted by top predators such as lions, tigers, and hyenas. But usually, these animals only go after the very young or the very old. The elephant's greatest threat is humankind. Both African and Asian elephants were hunted nearly to extinction before a ban on ivory trade was enacted by the International Union for Conservation of Nature in 1989. Asian elephants are still classified as endangered , while African elephants are considered vulnerable.
  Habitat loss is another threat that faces the existence of elephants. Human-elephant conflicts have increased over the years as humans have encroached more and more upon elephant habitat and migratory routes.
","Photo Hoaxes & Viral Images"
"","http://urbanlegends.about.com/library/bl_praying_rocks.htm","","  By David Emery
  Description: Viral image Circulating since: March 2005 Status:  It's a painting! (see details below)
  Example: Email contributed by Pamela D., March 29, 2005:
  Subject: FW: Even Rocks Pray
  This is really nice. God is so Awe some he creates mountains, rocks and etc. into his own image
  Subject: FW: Even Rocks Pray
  This is unbelievable.
  This is AWESOME! Tilt your head to the left to see the picture. You will be amazed at what you see.
  Analysis: A number of people have forwarded this image to me for debunking, though I'm not sure why. On close examination it's clearly a painting  an illustration or a work of art  not a photograph. It's unlikely that the 'awesome,' 'unbelievable' rock formation depicted in the artwork actually exists. If it does, its anthropomorphic features were imaginatively enhanced by the artist.
  In addition to circulating via email, the image has been posted numerous times on Internet message boards without attribution. Several readers have written to suggest that the painting may be the work of artist Bev Doolittle, though this remains unconfirmed.
  Update: The fact-checking website Hoax-Slayer.com has determined that the image is from a children's book illustrated by Korean artist Kim Jae-hong.
  Last updated: 04/09/13
  Current Hoaxes / Netlore The Urban Legends Top 25
","Photo Hoaxes & Viral Images"
"","http://urbanlegends.about.com/library/bl_pearl_harbor.htm","","  Description: Viral images & text Circulating since: Sep. 2006 Status: Authentic images, NOT from a Brownie camera! Analysis: See last page
  Example: Email contributed by RRM, Dec. 21, 2006:
  Next page > View the Photos > Page 1 , 2 , 3 , 4 , 5 , 6 , Analysis
","Photo Hoaxes & Viral Images"
"FW: And they say FAT is ugly...","http://urbanlegends.about.com/od/fish/ss/freaky_fish.htm","2016-08-23 06:43:42","  Description: Viral images Circulating since: 2003 Status: Fake Analysis: See last page
  (Email example contributed by Christine G., Oct. 11, 2006)
  THAT FASHION models tend to be underweight and overly thin compared to the general populace and subject to eating disorders such as anorexia and bulimia are criticisms frequently leveled at the fashion industry, and with good reason. At issue is not only the health and well-being of the models themselves, but that of ordinary women and girls constantly confronted with this impossible standard of beauty in the mainstream media.
  While the foregoing images hammer home that important point, they do so deceptively, however. Each photo has been digitally altered to exaggerate the models' emaciated appearance (for comparison, the original versions of several of the photos are available for viewing on Snopes.com). We don't know who manipulated the images (which have been circulating online since 2003), or for what purpose, but they're probably best interpreted as satire.
  The powers that be in the fashion industry have begun to get the point. In February 2011, the Council of Fashion Designers of America issued a statement pledging its commitment to 'healthier standards' for models.
  'Although models are key to effecting change, they obviously cannot do it alone,' wrote CFDA president Diane Von Furstenberg. 'Everyone in the fashion industry  designers, casting directors, agents, fashion-magazine editors, show producers  need to join forces. The bottom line is the importance of healthy, fit models whose well-being can in turn promote the development of positive body image and improved self-esteem in all girls and women.'
  Sources and further reading:
  Should the Fashion Industry Regulate Underweight Models? About.com: Fashion
  Healthier Standards - An Op-Ed by CFDA President Diane von Furstenberg Council of Fashion Designers of America
  Emaciated Models Snopes.com, 26 November 2006
  Last updated 05/24/12
","Photo Hoaxes & Viral Images"
