"X.Title.","X.Date.","X.Url.","X.Rumor.Summary.","X.The.Truth.","category"
"Washington Redskins Owner Dan Snyder Drops “Redskins” from Team Name-Fiction!","2016-04-29 14:09:20","https://www.truthorfiction.com/washington-redskins-owner-dan-snyder-drops-redskins-team-name/"," Rumors are floating around that Washington Redskins owner Dan Snyder has dropped “Redskins” from the team’s name because of its racist overtones. "," Dan Snyder has not announced that he’s dropping “Redskins” from his NFL team’s name, and he’s showed no signs of being open to that. The “Redskins” team name has been a source of controversy for years. American Indian tribes and their supporters have called for owner Dan Snyder to change the team’s name — and a MoveOn.org petition sums up their argument: The name “Washington Redskins” is racially derogatory and has no place in today’s culture. For decades, Native Americans have asked the team to choose a different name, and in recent months the movement has gained momentum as major media outlets like the San Francisco Chronicle and Slate Magazine (owned by The Washington Post Company) have decided to stop using the term, as has award-winning Sports Illustrated NFL writer Peter King. Now is the time. Dan Snyder, however, has shot down claims that “Redskin” is a racial slur. He told the Washington Post in 2014 that: “I think you’re going to have some people that feel a certain way, absolutely, and we respect those opinions,” Snyder said. “But I hope they respect our opinion. The respect needs to be mutual, and I hope they do.” Snyder was also asked why he had agreed to an interview about the nickname controversy at all, which is something I had wondered. Snyder’s opinion on the matter is well documented. What more is there to say? “I actually didn’t want to,” Snyder said, laughing. “I don’t know, people think that they need to hear the truth, they need to hear some history, they need to hear the facts. So I said, okay, I’ll tell them.” Snyder returned to the issue of truth later in the interview. “As my father would say, the truth’s on your side,” said Snyder, who stands by the story that George Preston Marshall renamed the team in 1933 to honor its first coach, William ‘Lone Star’ Dietz. “We’ve traveled and we’ve seen the truth. Nobody in Washington, D.C. wants to talk about the truth, so the truth is on our side.” However, Slate relates a different origin for the term “Redskins,” one that’s not as friendly as Snyder’s: In 2005, the Indian language scholar Ives Goddard of the Smithsonian Institution published a remarkable and consequential study of redskin’s early history. His findings shifted the dates for the word’s first appearance in print by more than a century and shed an awkward light on the contemporary debate. Goddard found, in summary, that “the actual origin of the word is entirely benign.” Redskin, he learned, had not emerged first in English or any European language. The English term, in fact, derived from Native American phrases involving the color red in combination with terms for flesh, skin, and man. These phrases were part of a racial vocabulary that Indians often used to designate themselves in opposition to others whom they (like the Europeans) called black, white, and so on. But the language into which those terms for Indians were first translated was French. The tribes among whom the proto forms of redskin first appeared lived in the area of the upper Mississippi River called Illinois country. Their extensive contact with French-speaking colonists, before the French pulled out of North America, led to these phrases being translated, in the 1760s, more or less literally as peau-rouge and only then into English as redskin. It bears mentioning that many such translators were mixed-blood Indians. Half a century later, redskin began circulating. It was used at the White House when President Madison requested that various Indian tribes steer clear of an alliance with Britain. No Ears, a chief of the Little Osages, spoke in reply and one of his statements was translated as, “I know the manners of the whites and the red skins.” Only in 2004, however, when the Papers of James Madison project at the University of Virginia reached the year 1812 did this and another use of redskin from the same meeting come to light. Either way, contrary to reports, Dan Snyder has showed no willingness to change the team’s name — neither has the NFL. That’s why we’re calling this one fiction. ","Business"
"Aldi Giving Away $75 Coupon-Fiction!","2016-04-22 13:26:49","https://www.truthorfiction.com/aldi-giving-away-75-coupon-fiction/"," In celebration of its anniversary, Aldi is giving away $75 coupons. "," Social media posts about a $75 Aldi coupon are a hoax. Posts about a $75 Aldi coupon began making their way around Facebook in April. These posts ask readers to like and share the post in order to redeem the offer — but those who do are redirected to a third-party website where they’re asked to provide personal information to scammers. Aldi responded directly to the scam on its Facebook page and warned shoppers to avoid it: These types of scams are typically used to get their victims to provide their personal information, which can then be sold to third-parties are used to enroll them in expensive prescriptions without their consent. Or, these types of scams can also be used for “like farming,” a scam in which a fake offer for products or services is used to entice people to “like” a page so that it can be sold to third-parties for a profit because of its increased visibility. This isn’t the first time Aldi has been the target of this scam, either. We previously investigated false reports that Aldi was giving away a 40% coupon. Click here to view that story. ","Business"
"Target Policy on Transgendered Bathroom Use-Truth!","2016-04-21 09:52:16","https://www.truthorfiction.com/target-policy-transgendered-bathroom-use/"," Target will continue to allow people who identify as transgender to use their bathroom of choice despite new laws passed in North Carolina and Mississippi. "," Target has announced that transgendered customers and employees will be allowed to use their bathroom of choice at Target stores. The retailer issued a statement announcing that it would not change its storewide policy on transgendered bathroom use in states that passed “bathroom laws” that require individuals to use public bathrooms that correspond with their born gender, regardless of how they identify now. In a statement, Target said that it would “continue to stand for inclusivity” by not changing its current policies in those states: April 19, 2016 Recent debate around proposed laws in several states has reignited a national conversation around inclusivity. So earlier this week, we reiterated with our team members where Target stands and how our beliefs are brought to life in how we serve our guests. Inclusivity is a core belief at Target. It’s something we celebrate. We stand for equality and equity, and strive to make our guests and team members feel accepted, respected and welcomed in our stores and workplaces every day. We believe that everyone—every team member, every guest, and every community—deserves to be protected from discrimination, and treated equally. Consistent with this belief, Target supports the federal Equality Act, which provides protections to LGBT individuals, and opposes action that enables discrimination. In our stores, we demonstrate our commitment to an inclusive experience in many ways. Most relevant for the conversations currently underway, we welcome transgender team members and guests to use the restroom or fitting room facility that corresponds with their gender identity. We regularly assess issues and consider many factors such as impact to our business, guests and team members. Given the specific questions these legislative proposals raised about how we manage our fitting rooms and restrooms, we felt it was important to state our position. Everyone deserves to feel like they belong. And you’ll always be accepted, respected and welcomed at Target. Last September, Target voiced support for the Equality Act, which would amend the Civil Rights Act of 1964 to extend legal protections to people based on sexual orientation and gender identity. In doing so, Target released a statement about discrimination in the workplace: “Target proudly stands with the LGBT community through all that we do,” says Caroline Wanga, Target’s senior director of diversity and inclusion, “from our partnerships with organizations like the Human Rights Campaign (HRC), to our volunteer efforts, and even the products we sell. We want to be a champion for an inclusive society by using our influence and resources to support equality in the communities where our team members and guests live and work.” This year, Target is also deepening its long-standing support of the HRC by becoming a national platinum partner. This weekend, Target will also be the presenting sponsor of the HRC’s 2015 Twin Cities gala dinner. “Target is helping to lead the fight against discrimination by putting its support behind the Equality Act. Discrimination has no place in the workplace, and Target is demonstrating to all that inclusion is a pillar of any successful business,” says HRC President Chad Griffin. “The time has come for full federal equality, and HRC is proud to include Target as a partner in this fight. Everyone should have a fair chance to earn a living, provide for their families, and live free from fear of discrimination, including Americans who are lesbian, gay, bisexual, and transgender.” To be clear, Target hasn’t changed its position on gendered bathroom use in any way. The retailer vocally supported the notion in 2007, and it has been consistent ever since. ","Business"
"AAA Warns Motorists Not to Use E15 Gasoline-Outdated!","2016-04-19 13:56:02","https://www.truthorfiction.com/aaa-warns-motorists-not-use-e15-gasoline/"," AAA has strongly recommended that motorist avoid using E15 or ethanol gasoline in their vehicles. "," Rumors that AAA has warned motorists not use of E15 or ethanol gasoline are mostly outdated and misunderstood. E15 gasoline cannot be used in vehicles that were made before 2001, and AAA warned legislators that consumers had not been properly educated about that back in 2013. That has snowballed into (mostly false) reports that AAA has urged motorists not to use E15. . Flap over gasoline that contains up to 15 percent ethanol, or E15, actually dates back to 2011. That’s when the EPA issued fuel pump labeling and other requirements for E15 gasoline blends. Additionally, the EPA issued waivers under the Clean Air Act that allowed E15 gasoline to be sold for use in cars made in model year 2001 and later. In 2013, AAA President and CEO Robert Darbelnet testified before a congressional committee that sales of E15 should be suspended until stronger consumer protections could be put into place. Specifically, Darbelenet cited inadequate consumer protections and education efforts, as well as the need for additional testing by the National Academy of Sciences, according to an AAA news release : “Congress’ decision to examine potential problems associated with the sale of E15 is encouraging news for motorists,” said Darbelnet. “Most drivers are unaware of the potentially harmful effects of E15 and have not been properly educated about this new fuel entering the market.” “AAA is not opposed to ethanol, but we are against the way E15 has been introduced and sold to consumers,” continued Darbelnet. “We welcome the committee’s support today as AAA calls for additional impartial research and for regulators and industry to suspend the sale of E15 gasoline until motorists are properly educated and protected.” By November 2013, AAA had applauded the EPA’s decision to decrease ethanol requirements, stating “while we would like to increase the use of alternative fuels, it is a plain fact that the Renewable Fuels Standard’s original targets are unreachable without putting motorists and their vehicles at risk.” Given that the EPA heeded AAA’s concerns and decided not to ramp up E15 fuel standards too quickly, the issue should have been laid to rest in 2013 — but that wasn’t to be. AAA found itself in the middle of debate over E15 and the development of alternative fuels. Michael Green, a public relations manager at AAA, clarified that the group was concerned with how the industry had introduced and marketed E15 to consumers — but that AAA was not opposed to E15 in general: Ethanol producers have proposed expanding sales of E15 gasoline to help meet a federal requirement called the Renewable Fuels Standard (RFS).  The RFS requires renewable fuels such as ethanol to be blended into gasoline in increasing amounts each year. When Congress passed the law, experts predicted that U.S. gasoline consumption would continue to rise, which would support correspondingly higher ethanol use.  This has proven incorrect as gasoline consumption has remained relatively flat due to more fuel efficient vehicles, a weaker economy and changes in driving habits. The volume of ethanol originally required by law in the Renewable Fuels Standard next year is likely to exceed 10 percent of the fuel supply. Exceeding this level is known as the “blend wall,” given that most gasoline contains 10 percent ethanol. The EPA does not believe it is possible to meet the RFS next year given market and infrastructure limitations with both E15 and E85, and has proposed reducing requirements to avoid the blend wall. So, it’s true that AAA opposed expanding “blend wall” required under Renewable Fuel Standards in 2013 — but it has not opposed E15 or urged motorists not to use it so long as their cars were made after 2001. ","Business"
"Hobby Lobby Closing All Stores Across the Nation-Fiction!","2016-04-14 14:08:24","https://www.truthorfiction.com/hobby-lobby-closing-stores-across-nation/"," Rumors are circulating that Hobby Lobby plans to close 500+ retail locations across the country. "," Rumors that Hobby Lobby is closing all stores have been around since 2013, and none of them have proven true. The flap started when Hobby Lobby CEO David Green wrote an open letter about Christian companies being forced to bow to the “sinful” mandates of Obamacare like health plans that require morning after contraception for female employees: But now, our government threatens to change all of that. A new government health care mandate says that our family business must provide what I believe are abortion-causing drugs as part of our health insurance. Being Christians, we don’t pay for drugs that might cause abortions. Which means that we don’t cover emergency contraception, the morning-after pill or the week-after pill. We believe doing so might end a life after the moment of conception, something that is contrary to our most important beliefs. It goes against the biblical principles on which we have run this company since day one. If we refuse to comply, we could face $1.3 million per day in government fines. Green continued that he wanted to continue growing the company that he founded and providing jobs, but added that, “the government is forcing us to choose between following our faith and following the law.” The letter immediately sparked questions about whether Green would rather close Hobby Lobby’s 500+ stores instead of complying with a government mandate for contraception that flies in the face of his Christian beliefs. Many of those questions were answered by 2014. Green filed a lawsuit on behalf of Hobby Lobby, and the U.S. Supreme Court ruled that Christian-owned businesses could not be forced to follow a birth control mandate, the Christian Post reports : In a landmark religious freedom case the U.S. Supreme Court has ruled in favor of Hobby Lobby and Conestoga Woods Specialties, stating that corporations can refuse to provide certain drugs that may abort a fetus on the basis of religious objection. In a five to four decision, the highest court in the land ruled that the Religious Freedom Restoration Act applies to privately owned businesses like Hobby Lobby and Conestoga Woods Specialties. The decision was narrowed to only the contraceptive mandate and is not necessarily applicable to all insurance mandates, like blood transfusions or vaccinations. That seemed to put to rest questions about whether the contraception mandate would force Hobby Lobby to close all of its stores. In fact, the company announced in 2014 that it planned to open 70 new stores across the U.S., according to a press release : The expansion comes amid inaccurate rumors circulating through social media that the company would be closing stores. Hobby Lobby, owned by its founders, David and Barbara Green, and operated according to the family’s deeply held religious convictions, has objected to providing certain contraceptive drugs and devices mandated by the Affordable Care Act despite possible government-induced fines, a decision that may be driving the incorrect rumors. Those “inaccurate rumors” about Hobby Lobby closing were still circulating on social media two years later, but there’s no truth them. These are outdated reports about Hobby Lobby would possibly close all its stores. ","Business"
"Delta Airlines Giving Away Free Tickets-Fiction!","2016-02-02 09:42:09","https://www.truthorfiction.com/delta-airlines-giving-away-free-tickets/"," Delta Airlines is giving away free first class tickets to anywhere in the world, as well as $5,000 in spending cash, because January “has been such an amazing month” for the airline. "," Delta Airlines isn’t giving away free first class tickets, or $5,000 in spending cash. That rumor started with a fake Facebook page for Delta Airlines . The page uses the same logo and font as Delta, but the name is spelled “Dalta Airlanes,” a sure sign that this is a hoax. Readers were instructed to “share” the post and to “like” Dalta Airlane’s Facebook page to qualify for a drawing for free tickets that would be held on February 3rd. This appears to be what’s known as a “like farming scam.” Scammers mimic familiar companies and extend fake offers to trick a large number of people into liking a Facebook page. Then, after all those likes make the page more visible to Facebook users, the page is sold for a profit, Consumer Affairs reports: But what is like-farming? Facebook policy forbids it, though of course scammers and con artists by definition tend not to follow the rules. Like-farmers start pages and fill them with content dedicated to collecting as many “likes” or “shares” as possible in the shortest amount of time. Since Facebook’s algorithms place a high value on popularity (as measured by likes and shares), these highly liked and shared pages therefore have a much higher chance of appearing in people’s “Feeds” and being seen by other Facebook users. Then, once the page has a sufficiently high popularity rating, the like-farmer either removes the page’s original content and replaces it with something else (usually malware or scam advertising); leaves the page as is and uses it as a platform for continued like-farming in order to spread malware, collect people’s marketing information or engage in other harmful activities; or outright sells the highly liked site to cybercriminals in a black market web forum. Anytime you see an offer for free products and services, make sure that it’s coming from the company’s official Facebook page. In this case, “Dalta Airlanes” can easily be identified as an imposter, but differences can be more sublte, too. Also, remember that most reputable companies would never ask you to give out personal information over Facebook. If you’re asked to do so, be on the look out for scammers. ","Business"
"Dubai Doesn’t Have a Sewer System- Previously Truth! Now Resolved!","2016-01-27 13:43:01","https://www.truthorfiction.com/dubai-doesnt-have-a-sewer-system/","(adsbygoogle = window.adsbygoogle || []).push({}); Dubai Doesn’t Have a Sewer System- Previously Truth! Now Resolved! Summary of the eRumor: The United Arab Emirates city of Dubai was developed without a sewer system so trucks are brought in carry away human waste. "," Reports that Dubai doesn’t have a sewer system and that raw sewage has to be tucked to treatment plants were once true, but the issue was resolved by 2013 Dubai’s sewage controversy started in 2009. A YouTube video showing a long line of tankers transporting human waste out of Dubai for treatment at a plant went viral early that year. Then, ABC News reported that despite being “filthy rich,” Dubai suffered from E. coli outbreaks because much of the city wasn’t connected to a sewer system. Raw sewage was being dumped into storm drains instead of being trucked to treatment plants: Along with being gross and a health hazard, the sewage problem advertises a city that has grown faster than its infrastructure. As Dubai’s population has boomed and its skyline expanded on a tremendous scale at great speed, some basic city needs suffer apparent neglect. Dr. Mohammad Raouf, an environmental economist based in Dubai, confirmed the Times Online report. He says the sewage dumping does happen and that it is a problem of capacity. “Here is the main problem I believe: we grow very fast without taking into consideration all possible negative impacts,” he told me, adding that the mega-real estate projects along the waterfront don’t help. Within a few years, however, Dubai city planners said that its sewer system had caught up with the fast pace of city development, according to a 2011 report from Gulf Today : A NUMBER of newly developed areas in Dubai, including locations around Sheikh Zayed Road, Business Bay, Dubai Marina and Aweer have been linked to the main sewage network of the city. Dubai Municipality (DM) claims that the delivery of sewerage services has been ensured in the entire areas of the city with the completion of the several new projects, including the establishment of a giant sewage water treatment plant at Jebel Ali at an estimated cost of Dhs1.55 billion. Talib Julfar, the director of Drainage and Irrigation Department at the DM, said that new plant, second phase of which was completed in 2010, would be the main sewage treatment plant for the city in place of the current Al Aweer plant. “An odour treatment plant was also set up to prevent emission of unpleasant stench affecting the surrounding areas,” he added. “The waste water treatment plant, spanning over an area of 670 hectares of land, has a capacity of processing 300,000 cubic metres per day, 150,000 cubic metres for each phase,” elaborated Julfar. “Giant sewage pumping stations and pipelines, including a project at an estimated cost of Dhs580 million have been set up to transfer sewage from Dubai’s different areas to the plant and transfer treated irrigation water to various locations in the city,” he noted. Before oil reserves were discovered in Dubai in 1966, it was nothing more than a port town and market. In 1971, Dubai, Abu Dhabi, Sharjah, Ajman, Umm Al Quwain, Fujairah and Ras Al Khaimah joined together to create the United Arab Emirates, one of the richest countries in the world, according to UAE’s official website : In the 1980s and early 1990s, Dubai took a strategic decision to emerge as a major international-quality tourism destination. Investments in tourism infrastructure have paid off handsomely over the years. Dubai is now a city that boasts unmatchable hotels, remarkable architecture and world-class entertainment and sporting events. The beautiful Burj Al Arab hotel presiding over the coastline of Jumeira beach is the world’s only hotel with a seven star rating. The Emirates Towers are one of the many structures that remind us of the commercial confidence in a city that expands at a remarkable rate. Standing 350 meters high, the office tower is the tallest building in the Middle East and Europe. The fast pace of Dubai’s (and the rest of the UAE’s) development brought growing pains, including the sewage woes from this rumor. By all accounts, however, Dubai implemented city-wide sewer systems years ago. ","Business"
"Saudi Billionaire Buys Buford, Wyoming, to Build Mecca-Fiction!","2016-01-27 13:11:54","https://www.truthorfiction.com/saudi-billionaire-buys-buford-wyoming-to-build-mecca/"," A Saudi billionaire purchased the entire town of Buford, Wyoming, and has hired the Binladen Group to build a “Western Mecca” that will ban non-Muslims. "," Reports that a Saudi billionaire purchased Buford, Wyoming, and hired the Bin Laden family’s construction firm to build a “Western Mecca” were drudged up by a fake news website. Real News Right Now published a story in November 2015 under the headline, “Saudi Billionaire Begins Construction of ‘Western Mecca’ in Wyoming.” Sheikh Mohammed Kamel Alsaud bought the small town for $1.8 billion to fulfill his “lifelong dream of bringing Islam to America,” the story reports: Alsaud has hired the Binladen Group, a Saudi Arabian construction company founded in 1931 by Mohammed Bin Laden, to develop the $650 million project. Dubbed the ‘Mecca of the West’ by Shiekh Alsaud, the site is designed to replicate the original Mecca, birthplace of the Prophet Muhammad and the most sacred site in the Islamic faith, located in Hejaz, Saudi Arabia. Like the original holy city, only Muslims are permitted access to the ‘Mecca of the West.’ However, Alsaud told Forbes, “Our non-Muslim patrons will have the option to view the holy shrine using high-end telescopes installed at way-points around the perimeter.” The telescopes, according to Alsaud, are pay-per-view and cost $15 to operate. “A fair price in comparison to that which our Muslim brothers and sisters will pay to make their annual pilgrimage to Buford,” Alsaud said. At the time, the story didn’t gain much traction. That’s probably because Real News Right Now is notorious for publishing fake news articles with a radical right-wing bend. The site doesn’t clearly identify itself as satire, but reading between the lines of its “ About ” page tells the story. Its credits include the Stephen Glass Distinction in Journalistic Integrity (Glass is a disgraced journalist who fabricated stories) and the Oscar Mayer Award for Journalistic Excellence (Oscar Mayer is the world’s foremost purveyor of bologna). The false report about a Saudi billionaire’s plans to build a “Western Mecca” in Buford, Wyoming, resurfaced in January 2016 when the story appeared at Before Its News , a website that publishes user-generated content “as is.” This time, it gained more traction. This rumor is a classic example of a fake news story using a kernel of truth to dupe its readers. In this case, the kernel of truth is the odd town of Buford, Wyoming. The town lies on about 10 acres and includes one convenience store, gas station and a modular home. Don Sammons, the town’s mayor and only resident, auctioned Buford off in 2012. An unidentified Vietnamese businessman bought Buford for $900,000, completing his dream of “owning a piece of property in the U.S,” Reuters reports . Buford’s buyer was later identified as Nguyen Dinh Pham, a 38-year old Vietnamese businessman who “distributes home- and personal-care brands in Vietnam.” By 2013, Dinh Pham was working toward making Buford “the face of a new Vietnamese coffee company,” the New Yorker reports : Now, as drivers approach Exit 335 on I-80, they see billboards announcing the town’s rebranded name: PhinDeli Town Buford. (Officially, the town will remain Buford.) In one of the signs, a photo of Sammons has been replaced with an image of Nguyen, with his arms folded, wearing sunglasses. The other billboards show Nguyen and Sammons shaking hands and holding up a T-shirt, consummating the town’s handover. Other than that, little has changed so far in Buford. Nguyen’s marketing plan is predicated on the town’s enduring charm. Tourists can still pose in front of the population marker, which will remain at one; after the town’s relaunch, Nguyen planned to return to Saigon, where he lives with his wife and two children, but a caretaker will occupy Sammons’s old house. Two employees will work at the store and gas pumps. The convenience store, in addition to selling PhinDeli Town Buford trinkets, will now sell bags of PhinDeli coffee. Visitors can try samples while seated at a new coffee counter; on the wall behind it, a ten-foot painted mural illustrates PhinDeli’s manufacturing process in Vietnam. So, Buford has a colorful past as the only town in the U.S. with a population of one, but reports that it’s been purchased by a Saudi for a billion dollars have been totally fabricated. ","Business"
"Michael Jordan Lowers Price of Air Jordan Shoes to $19.99-Fiction!","2016-01-07 07:40:39","https://www.truthorfiction.com/michael-jordan-lowers-price-of-air-jordan-shoes-to-19-99-fiction/"," Michael Jordan has lowered the price of Air Jordan shoes to $19.99 because he’s tired of people killing each other over his pricey shoes. "," A fake news website is behind reports that Michael Jordan is lowering the price of his shoes to $19.99 in 2017. The website, Not Allowed To , published a story in December 2015 under the headline, “Michael Jordan to Lower Price to $19.99 On All Jordan’s in 2017.” According to the report: “I’m just tired of people paying for the illusion that more expensive means better, when in reality my shoes cost way less to make,” said Michael Jordan, on why he is lowering the price on Air Jordan brand sneakers. Michael Jordan claims he is shocked and tired of people fighting and killing over his high priced shoes. He wants to set a point, by indicating individuals are pending more cash on something elite doesn’t make you exceptional it just makes you a fool with money. The false report was widely shared on social media sites, and many readers were tricked into believing that it was true. But Not Allowed To regularly publishes reader-submitted stories that haven’t been proofread or fact checked. The website’s Terms of Service states that the site makes “no representation as to the completeness, accuracy or currency of any information on this Web Site.” So don’t expect to buy Air Jordan shoes on a budget anytime soon. ","Business"
"Burger King Follows Sharia Law, Bans Bacon-Truth! & Misleading!","2015-12-18 10:39:00","https://www.truthorfiction.com/burger-king-follows-sharia-law-bans-bacon/"," Reports that Burger King has pulled bacon and other non-halal products in a nod to Islamic Sharia Law has led to calls for a boycott of the burger chain. "," Burger King has operated halal restaurants in predominately Muslim areas for years, and there wasn’t any indication that the burger chain planned to dramatically change course when this rumor went viral in December 2015. It has been reported in French media, however, that Burger King plans to add about 20 halal restaurants in Europe after acquiring Quick, a Belgian burger chain. That sparked rumors that Burger King planned to go “all halal” and calls to boycott the restaurant for supporting the “Islamificiation” of the west. Those rumors started after Political Insider published an article headlined, “Burger King Just Announced THEY WILL FOLLOW ISLAMIC SHARIA LAW! – Stop Them!” The article, which was published in mid-December 2015, reports : Burger King has caved to the pressure from Islam, and they just made an announcement that they will ONLY serve 100% halal meat, under the rules of Sharia Law. The announcement comes from their chains in France, which is the same country that recently suffered from a deadly Islamic terrorist attack just one month ago. This rule also means their French stores won’t serve bacon or chicken… The Islamification of the West is spreading, and they are demanding we all live by their rules! The claim that Burger King had just announced that it will “only serve 100% halal meat” is false. In reality, Burger King has acquired the Quick burger chain (which already had 20 halal restaurants) and it planned to add about 20 more halal locations, French news site The Local reports : This means all bacon and pork-based meals will be scrapped from the menu and all the beef and chicken used will be certified halal. The move is understood to be part of Burger King’s continued attempt to take on McDonald’s – the behemoth of the French fast food world with around 1,300 stores. Quick already has around 20 halal restaurants in France, where all the meat used comes from animals slaughtered in accordance with Islamic law. Despite calls to boycott Burger King after right-wing American blog sites picked up on the story, the idea that Burger King plans to operate 100% halal restaurants isn’t “breaking” news. The burger chain has operated halal restaurants in predominately Muslim areas of the world for years. There are three all-halal Burger King locations in Malaysia, for example . Also, in 2014, Burger King made waves when it brought a beef and pork free Whopper to India to cater to both Muslims and Hindus. The burger chain introduced a Chicken Whopper, a Mutton Whopper and a Vegetable Whopper there. So, in conclusion, it’s true that Burger King plans to open about 20 new halal restaurants in Europe (but it’s not clear whether or not they will all be in France). But reports that Burger King will “only serve 100% halal meat” have misled people into believing that the burger chain is making dramatic changes, and that’s not the case. ","Business"
"Target Coupon on Facebook Offers 50% Off-Fiction!","2015-11-30 10:00:50","https://www.truthorfiction.com/target-coupon-on-facebook-offers-50-off/"," A Target coupon that appeared on Facebook offered shoppers 50% off purchases made at Target retail stores just in time for Black Friday. "," A 50% off Target coupon appearing on Facebook is a survey scam. The Target coupon hoax appeared in November 2015, so many shoppers falsely believed that it was part of the store’s Black Friday sales events. The Target coupon encouraged people to “share” the coupon with their friends, comment “Thanks!” on the post, click “like” and then enter personal information required to redeem the coupon. This is a survey scam in which you’re tricked into giving your personal information to scammers who then sell it to others or use it to sign you up for expensive subscriptions without your permission. The first giveaway that the so-called Target coupon is a hoax is that it’s offered through a third-party website called x-mascoupons.com — not Target’s official website. The fact that the Target coupon was not posted from the official Target Facebook page, which has a blue “verified” checkmark, is another giveaway that this is a hoax. ","Business"
"Buffalo Wild Wings Adds Obamacare Surcharge-Outdated!","2015-11-27 14:23:20","https://www.truthorfiction.com/buffalo-wild-wings-adds-obamacare-surcharge/"," There are rumors that Buffalo Wild Wings has added a surcharge to customer bills to help cover the cost of Obamacare. "," It’s true that one Buffalo Wild Wings franchisee briefly added an Obamacare surcharge to customer bills, but the surcharge was later dropped. Reports that Buffalo Wild Wings had added a 2% Obamacare surcharge to customer bills first appeared in January 2015. A customer at a Buffalo Wild Wings location in Lubbock, Texas, tweeted a photo of receipt with a $1.12 charge listed for “FL Surcharge Afford Care”: The Obamacare surcharge was implemented a handful of restaurants owned by the Howard Restaurant Group in Lubbock, Texas — not across the entire franchise. A spokesperson for the Howard Restaurant Group explained in a statement that the Obamacare surcharge was intended to cover additional expenses for full-time employees under the Affordable Care Act: “Due to the Affordable Healthcare Act and its requirement of healthcare coverage to all full-time employees, our restaurant group has decided instead of cutting employee hours and raising food and beverage prices, to implement a two percent surcharge on all guest checks to offset the cost of the federally mandated employee healthcare with the least possible impact to the consumer,” Samantha Spitzer, director of marketing for Howard Restaurant Group, said in a statement. Days later, however, the restaurant group announced that it had reversed its decision to add an Obamacare surcharge to customer bills. Buffalo Wild Wings director of public relations Heath Leiferman said in a statement , “The health care surcharge at our franchised Buffalo Wild Wings in Lubbock, TX has been removed. We regret any inconvenience this may have caused. Our priority is to always provide our guests great experience every day so they can enjoy our wings, beer and sports.” A number of restaurants across the country tacked an Obamacare surcharge onto customer bills in late 2014 or early 2015. The Los Angeles Times reported that a number of upscale eateries in Los Angeles had done so in October 2014, and that restaurant owners had kept the surcharge in place despite negative customer feedback.","Business"
"Chipotle Uses Dog and Cat Meat, Will Close All Restaurants-Fiction!","2015-11-18 08:15:43","https://www.truthorfiction.com/chipotle-uses-dog-and-cat-meat-closing-all-restaurants/"," Reports have gone viral that Chipotle is closing because of an E. coli contamination linked to its use of dog and cat meat. "," Chipotle is not closing all its stores in the U.S. The rumor that Chipotle is closing every restaurant in the U.S. went viral in early November 2015 after Chipotle temporary closed a number of locations because of an E. coli outbreak. On November 3, 2015, Chipotle announced that it would temporarily close 43 restaurants in Oregon and Washington because of an “E. coli incident.” A total of 39 people in the Pacific Northwest had been hospitalized after being exposed to E. coli while dining at Chipotle, a local ABC News affiliate in Washington State reported . A week later, on November 10, Chipotle announced that it had concluded an investigation into the E. coli outbreak and reopened all 43 restaurants in Washington and Oregon. Meat served at 11 of the restaurants tested positive for E. coli. The company said that no known cases had been reported at restaurants outside of the Pacific Northwest. In the meantime, false reports that Chipotle was closing all of its restaurants because of E. coli contamination, or because it had been discovered that Chipotle serves dog and cat meat, swept across the Internet. The fake news website Huzlers was behind a false report that Chipotle had closed 60 restaurants because of an E. coli outbreak related to Chipotle’s use of dog and cat meat: It is being reported that the popular restaurant chain ‘Chipotle Mexican Grill’, more commonly known as simply ‘Chipotle’, is currently being investigated for allegedly using dog and cat meat in their dishes causing the E. coli outbreak. The FDA suspected the chain was using dog and cat meat when an FDA inspector stumbled upon multiple live dogs and cat, as well as dog and cat corpses in one Chipotle factory located in Denver. The inspector notified the authorities and the factory was shut down. The FDA will soon force all Chipotle restaurants in the U.S. to prevent people from consuming dog and cat meat. That story tricked many people into believing that Chipotle actually used dog and cat meat, but Huzlers is “the most notorious urban satirical entertainment website in the world,” according to a disclaimer on its homepage. The website FeedNewz.com also “pranked” more than 8 million people with false report headlined, “Chipotle announced all stores will be closed by March 2016.” Once you click on the link, however, your taken to a page that says, “You got owned!” So, it’s true that Chipotle temporarily closed a number of restaurants to investigate an E. coli outbreak. But reports that Chipotle is closing all restaurants, or that it serves dog and cat met, are false. ","Business"
