"Pasadena Police and Hotel Key Cards","https://www.truthorfiction.com/pasadena-keycards/","2015-03-17T16:36:56+00:00"
"Focus on Amber Alerts","https://www.truthorfiction.com/amberalerts/","2015-03-16T17:08:06+00:00"
"Anthrax Information Page","https://www.truthorfiction.com/anthrax/","2015-03-16T17:08:06+00:00"
"The “flashing headlights” gang initiation ritual","https://www.truthorfiction.com/flashinglights/","2015-03-13T13:39:56+00:00"
"Anthrax Information Page","https://www.truthorfiction.com/anthrax/","2015-03-16T17:08:06+00:00"
"The Sober Worm Virus","https://www.truthorfiction.com/sober-worm-virus/","2015-03-17T16:36:59+00:00"
"KAMA SUTRA or BLACKMAIL VIRUS-Truth!","https://www.truthorfiction.com/kama_sutra_virus/","2015-03-16T17:08:14+00:00"
"CONFICKER or DOWNADUP Virus and the April 1 Super Strain -Virus!","https://www.truthorfiction.com/conficke-downadup/","2015-03-13T13:35:56+00:00"
"The Sober Worm Virus","https://www.truthorfiction.com/sober-worm-virus/","2015-03-17T16:36:59+00:00"
"KAMA SUTRA or BLACKMAIL VIRUS-Truth!","https://www.truthorfiction.com/kama_sutra_virus/","2015-03-16T17:08:14+00:00"
"CONFICKER or DOWNADUP Virus and the April 1 Super Strain -Virus!","https://www.truthorfiction.com/conficke-downadup/","2015-03-13T13:35:56+00:00"
"sircam@mm Virus","https://www.truthorfiction.com/sircam/","2007-03-14T01:18:39+00:00"
"Focus on Chain Letters","https://www.truthorfiction.com/chains/","2015-03-16T17:08:08+00:00"
"Focus on Amber Alerts","https://www.truthorfiction.com/amberalerts/","2015-03-16T17:08:06+00:00"
"The Priest and Leonardo","https://www.truthorfiction.com/priest-davinci/","2015-03-17T16:36:57+00:00"
"Anthrax Information Page","https://www.truthorfiction.com/anthrax/","2015-03-16T17:08:06+00:00"
"Stories about Barack Obama","https://www.truthorfiction.com/obamalinks/","2015-03-14T01:06:42+00:00"
"Not Only Were the Events of 9/11 Overwhelming, but so were the Rumors-Special Article","https://www.truthorfiction.com/911-erumors/","2015-03-14T01:01:18+00:00"
"CONFICKER or DOWNADUP Virus and the April 1 Super Strain -Virus!","https://www.truthorfiction.com/conficke-downadup/","2015-03-13T13:35:56+00:00"
"sircam@mm Virus","https://www.truthorfiction.com/sircam/","2007-03-14T01:18:39+00:00"
"The Starbucks Coupon That Went Too Far","https://www.truthorfiction.com/starbucks-lawsuit/","2015-03-17T16:36:59+00:00"
"Pasadena Police and Hotel Key Cards","https://www.truthorfiction.com/pasadena-keycards/","2015-03-17T16:36:56+00:00"
"The county supervisor with a red face at a board meeting","https://www.truthorfiction.com/keeshan-red-face/","2015-03-17T16:36:51+00:00"
"The Harry and David “Twleve Days of Christmas” Pack","https://www.truthorfiction.com/harryanddavid/","2015-03-13T13:42:47+00:00"
"The “flashing headlights” gang initiation ritual","https://www.truthorfiction.com/flashinglights/","2015-03-13T13:39:56+00:00"
"The Kidnap Warning in Deerfield Township in Ohio","https://www.truthorfiction.com/deerfieldhoax/","2015-03-13T13:37:04+00:00"
"West Virginia Attorney General’s office","https://www.truthorfiction.com/cell-wv/","2015-03-13T13:34:39+00:00"
"Focus on Amber Alerts","https://www.truthorfiction.com/amberalerts/","2015-03-16T17:08:06+00:00"
"Drilling to Hell-Facts","https://www.truthorfiction.com/drilltohellfacts/","2015-03-16T17:08:10+00:00"
"The Kidnap Warning in Deerfield Township in Ohio","https://www.truthorfiction.com/deerfieldhoax/","2015-03-13T13:37:04+00:00"
"CONFICKER or DOWNADUP Virus and the April 1 Super Strain -Virus!","https://www.truthorfiction.com/conficke-downadup/","2015-03-13T13:35:56+00:00"
"Pasadena Police and Hotel Key Cards","https://www.truthorfiction.com/pasadena-keycards/","2015-03-17T16:36:56+00:00"
"Focus on Amber Alerts","https://www.truthorfiction.com/amberalerts/","2015-03-16T17:08:06+00:00"
"Anthrax Information Page","https://www.truthorfiction.com/anthrax/","2015-03-16T17:08:06+00:00"
"The “flashing headlights” gang initiation ritual","https://www.truthorfiction.com/flashinglights/","2015-03-13T13:39:56+00:00"
"Anthrax Information Page","https://www.truthorfiction.com/anthrax/","2015-03-16T17:08:06+00:00"
"The Sober Worm Virus","https://www.truthorfiction.com/sober-worm-virus/","2015-03-17T16:36:59+00:00"
"KAMA SUTRA or BLACKMAIL VIRUS-Truth!","https://www.truthorfiction.com/kama_sutra_virus/","2015-03-16T17:08:14+00:00"
"CONFICKER or DOWNADUP Virus and the April 1 Super Strain -Virus!","https://www.truthorfiction.com/conficke-downadup/","2015-03-13T13:35:56+00:00"
"The Sober Worm Virus","https://www.truthorfiction.com/sober-worm-virus/","2015-03-17T16:36:59+00:00"
"KAMA SUTRA or BLACKMAIL VIRUS-Truth!","https://www.truthorfiction.com/kama_sutra_virus/","2015-03-16T17:08:14+00:00"
"CONFICKER or DOWNADUP Virus and the April 1 Super Strain -Virus!","https://www.truthorfiction.com/conficke-downadup/","2015-03-13T13:35:56+00:00"
"sircam@mm Virus","https://www.truthorfiction.com/sircam/","2007-03-14T01:18:39+00:00"
"Focus on Chain Letters","https://www.truthorfiction.com/chains/","2015-03-16T17:08:08+00:00"
"Focus on Amber Alerts","https://www.truthorfiction.com/amberalerts/","2015-03-16T17:08:06+00:00"
